dataset,trace,cache_pct,lru,lruforgive,lru_gap_pp,s3fifo,s3fifoforgive,s3_gap_pp
alibabaBlock_new,alibabaBlock_15,0.1,0.7125,0.7122,0.030,0.7120,0.7120,0.000
alibabaBlock_new,alibabaBlock_150,0.1,0.5615,0.5600,0.150,,0.5515,
alibabaBlock_new,alibabaBlock_154,0.1,0.2384,0.2342,0.420,0.2195,0.2195,0.000
alibabaBlock_new,alibabaBlock_157,0.1,0.2368,0.2361,0.070,0.2311,0.2309,0.020
alibabaBlock_new,alibabaBlock_16,0.1,0.8228,0.8226,0.020,,0.8339,
alibabaBlock_new,alibabaBlock_160,0.1,0.3628,0.3335,2.930,0.3348,0.3333,0.150
alibabaBlock_new,alibabaBlock_161,0.1,0.2523,0.2502,0.210,0.2416,0.2416,0.000
alibabaBlock_new,alibabaBlock_163,0.1,0.9891,0.9892,-0.010,0.9900,0.9900,0.000
alibabaBlock_new,alibabaBlock_165,0.1,0.4481,0.4435,0.460,0.4407,0.4402,0.050
alibabaBlock_new,alibabaBlock_166,0.1,0.8202,0.8200,0.020,0.8228,0.8226,0.020
alibabaBlock_new,alibabaBlock_169,0.1,0.8310,0.8308,0.020,0.8294,0.8293,0.010
alibabaBlock_new,alibabaBlock_17,0.1,0.6071,0.6030,0.410,0.5856,0.5854,0.020
alibabaBlock_new,alibabaBlock_173,0.1,0.2389,0.2372,0.170,0.2344,0.2343,0.010
alibabaBlock_new,alibabaBlock_174,0.1,0.2676,0.2684,-0.080,0.2576,0.2578,-0.020
alibabaBlock_new,alibabaBlock_176,0.1,0.1158,0.1157,0.010,0.1144,0.1144,0.000
alibabaBlock_new,alibabaBlock_177,0.1,0.3843,,,0.3769,0.3768,0.010
alibabaBlock_new,alibabaBlock_178,0.1,,,,,,
alibabaBlock_new,alibabaBlock_18,0.1,0.8140,0.8138,0.020,0.8169,0.8168,0.010
alibabaBlock_new,alibabaBlock_181,0.1,0.8972,0.8860,1.120,,0.8902,
alibabaBlock_new,alibabaBlock_187,0.1,0.8160,0.8158,0.020,,,
alibabaBlock_new,alibabaBlock_188,0.1,0.6447,0.5642,8.050,0.4820,0.4994,-1.740
alibabaBlock_new,alibabaBlock_189,0.1,0.4074,0.3862,2.120,0.3803,0.3793,0.100
alibabaBlock_new,alibabaBlock_19,0.1,0.9930,0.9917,0.130,0.9915,0.9916,-0.010
alibabaBlock_new,alibabaBlock_190,0.1,0.2111,0.2119,-0.080,0.2371,0.2370,0.010
alibabaBlock_new,alibabaBlock_191,0.1,0.6044,0.6004,0.400,0.5831,0.5829,0.020
alibabaBlock_new,alibabaBlock_192,0.1,0.1876,0.1875,0.010,0.1876,0.1876,0.000
alibabaBlock_new,alibabaBlock_193,0.1,0.1975,0.1975,0.000,0.1979,0.1979,0.000
alibabaBlock_new,alibabaBlock_195,0.1,0.2856,0.2638,2.180,0.2661,0.2653,0.080
alibabaBlock_new,alibabaBlock_197,0.1,0.3498,0.3500,-0.020,0.3568,0.3560,0.080
alibabaBlock_new,alibabaBlock_198,0.1,0.1154,0.1155,-0.010,0.1142,0.1142,0.000
alibabaBlock_new,alibabaBlock_2,0.1,0.4323,0.4279,0.440,0.4289,0.4271,0.180
alibabaBlock_new,alibabaBlock_20,0.1,0.8189,0.8181,0.080,0.8213,0.8212,0.010
alibabaBlock_new,alibabaBlock_200,0.1,0.8196,0.8194,0.020,0.8220,0.8219,0.010
alibabaBlock_new,alibabaBlock_201,0.1,0.8181,0.8178,0.030,0.8209,0.8208,0.010
alibabaBlock_new,alibabaBlock_202,0.1,0.8684,0.8677,0.070,,,
alibabaBlock_new,alibabaBlock_205,0.1,0.6176,0.6117,0.590,0.6135,0.6133,0.020
alibabaBlock_new,alibabaBlock_206,0.1,,,,,,
alibabaBlock_new,alibabaBlock_207,0.1,,,,,,
alibabaBlock_new,alibabaBlock_208,0.1,0.1163,0.1161,0.020,,0.1150,
alibabaBlock_new,alibabaBlock_209,0.1,0.8663,0.8656,0.070,0.8620,0.8619,0.010
alibabaBlock_new,alibabaBlock_210,0.1,0.6096,0.6034,0.620,0.5896,0.5907,-0.110
alibabaBlock_new,alibabaBlock_211,0.1,0.3868,0.3622,2.460,0.3474,0.3456,0.180
alibabaBlock_new,alibabaBlock_212,0.1,0.8544,0.8519,0.250,0.8509,0.8506,0.030
alibabaBlock_new,alibabaBlock_213,0.1,0.8194,0.8192,0.020,,,
alibabaBlock_new,alibabaBlock_219,0.1,0.3354,0.3158,1.960,0.3288,0.3285,0.030
alibabaBlock_new,alibabaBlock_22,0.1,0.8196,0.8193,0.030,0.8227,0.8225,0.020
alibabaBlock_new,alibabaBlock_220,0.1,0.9557,0.9553,0.040,0.9538,0.9538,0.000
alibabaBlock_new,alibabaBlock_221,0.1,0.9616,0.9607,0.090,0.9582,,
alibabaBlock_new,alibabaBlock_223,0.1,0.5524,0.5386,1.380,,0.5200,
alibabaBlock_new,alibabaBlock_225,0.1,,,,,,
alibabaBlock_new,alibabaBlock_226,0.1,0.3373,0.3183,1.900,,0.3074,
alibabaBlock_new,alibabaBlock_227,0.1,0.2501,0.2499,0.020,,,
alibabaBlock_new,alibabaBlock_228,0.1,0.1807,0.1779,0.280,0.1869,0.1869,0.000
alibabaBlock_new,alibabaBlock_23,0.1,0.3372,0.3105,2.670,0.3219,0.3213,0.060
alibabaBlock_new,alibabaBlock_231,0.1,0.8181,0.8178,0.030,0.8210,0.8209,0.010
alibabaBlock_new,alibabaBlock_232,0.1,0.1171,0.1170,0.010,0.1157,0.1157,0.000
alibabaBlock_new,alibabaBlock_236,0.1,0.1919,0.1918,0.010,0.1922,0.1922,0.000
alibabaBlock_new,alibabaBlock_237,0.1,0.3482,0.3471,0.110,0.3489,0.3489,0.000
alibabaBlock_new,alibabaBlock_239,0.1,0.2596,0.2574,0.220,0.2443,0.2440,0.030
alibabaBlock_new,alibabaBlock_24,0.1,0.2363,0.2359,0.040,0.2319,0.2316,0.030
alibabaBlock_new,alibabaBlock_241,0.1,0.5329,0.4843,4.860,0.4347,0.4214,1.330
alibabaBlock_new,alibabaBlock_242,0.1,0.4265,0.3855,4.100,0.3852,0.3834,0.180
alibabaBlock_new,alibabaBlock_248,0.1,0.8166,0.8163,0.030,,,
alibabaBlock_new,alibabaBlock_25,0.1,0.7073,0.7068,0.050,0.7065,0.7064,0.010
alibabaBlock_new,alibabaBlock_251,0.1,0.3025,0.2998,0.270,0.2774,0.2771,0.030
alibabaBlock_new,alibabaBlock_254,0.1,0.8324,0.8322,0.020,0.8321,0.8320,0.010
alibabaBlock_new,alibabaBlock_256,0.1,0.2248,0.2209,0.390,0.2238,0.2239,-0.020
alibabaBlock_new,alibabaBlock_26,0.1,0.6894,0.6832,0.620,0.6714,0.6710,0.040
alibabaBlock_new,alibabaBlock_261,0.1,0.8799,0.8793,0.060,0.8783,0.8784,-0.010
alibabaBlock_new,alibabaBlock_262,0.1,0.1676,0.1659,0.170,0.1621,0.1617,0.040
alibabaBlock_new,alibabaBlock_263,0.1,0.4836,0.4629,2.070,0.4525,0.4511,0.140
alibabaBlock_new,alibabaBlock_264,0.1,0.4214,0.3802,4.120,0.3644,0.3621,0.230
alibabaBlock_new,alibabaBlock_269,0.1,0.6609,0.6603,0.060,0.6598,0.6632,-0.340
alibabaBlock_new,alibabaBlock_27,0.1,0.8174,0.8171,0.030,0.8202,0.8200,0.020
alibabaBlock_new,alibabaBlock_273,0.1,0.6032,0.5988,0.440,,0.5818,
alibabaBlock_new,alibabaBlock_275,0.1,0.9613,0.9604,0.090,0.9573,0.9574,-0.010
alibabaBlock_new,alibabaBlock_276,0.1,0.4527,0.4524,0.030,0.5283,0.5280,0.030
alibabaBlock_new,alibabaBlock_278,0.1,0.3737,0.3726,0.110,0.3706,0.3705,0.010
alibabaBlock_new,alibabaBlock_28,0.1,0.8172,0.8170,0.020,0.8199,0.8198,0.010
alibabaBlock_new,alibabaBlock_283,0.1,0.4533,0.4121,4.120,0.4204,0.4183,0.210
alibabaBlock_new,alibabaBlock_289,0.1,0.3816,0.3690,1.260,0.3450,0.3424,0.260
alibabaBlock_new,alibabaBlock_29,0.1,0.9072,0.9063,0.090,0.9048,0.9047,0.010
alibabaBlock_new,alibabaBlock_293,0.1,0.4520,0.4487,0.330,0.4629,0.4626,0.030
alibabaBlock_new,alibabaBlock_295,0.1,0.2900,0.2810,0.900,0.2552,0.2557,-0.050
alibabaBlock_new,alibabaBlock_3,0.1,0.6995,0.6980,0.150,0.6913,0.6911,0.020
alibabaBlock_new,alibabaBlock_30,0.1,0.2689,0.2694,-0.050,0.2597,0.2596,0.010
alibabaBlock_new,alibabaBlock_303,0.1,0.8337,0.8335,0.020,0.8320,0.8318,0.020
alibabaBlock_new,alibabaBlock_311,0.1,0.4248,0.4092,1.560,0.3880,0.3852,0.280
alibabaBlock_new,alibabaBlock_316,0.1,0.9808,0.9802,0.060,,,
alibabaBlock_new,alibabaBlock_32,0.1,0.3892,0.3656,2.360,0.3397,0.3391,0.060
alibabaBlock_new,alibabaBlock_324,0.1,0.9172,0.9058,1.140,0.9010,0.9010,0.000
alibabaBlock_new,alibabaBlock_327,0.1,0.3708,0.3436,2.720,0.3411,0.3367,0.440
alibabaBlock_new,alibabaBlock_33,0.1,0.2350,0.2321,0.290,0.2247,0.2254,-0.070
alibabaBlock_new,alibabaBlock_336,0.1,0.1748,0.1758,-0.100,0.1699,0.1698,0.010
alibabaBlock_new,alibabaBlock_339,0.1,0.6052,0.6007,0.450,0.5830,0.5827,0.030
alibabaBlock_new,alibabaBlock_34,0.1,0.1165,0.1164,0.010,0.1152,0.1152,0.000
alibabaBlock_new,alibabaBlock_345,0.1,0.9616,0.9606,0.100,0.9581,0.9581,0.000
alibabaBlock_new,alibabaBlock_348,0.1,0.3195,0.3194,0.010,0.3419,0.3419,0.000
alibabaBlock_new,alibabaBlock_35,0.1,0.8192,0.8191,0.010,0.8216,0.8215,0.010
alibabaBlock_new,alibabaBlock_354,0.1,0.3969,0.3681,2.880,0.3799,0.3788,0.110
alibabaBlock_new,alibabaBlock_358,0.1,0.4971,0.4952,0.190,0.4946,0.4937,0.090
alibabaBlock_new,alibabaBlock_36,0.1,0.8176,0.8174,0.020,,0.8299,
alibabaBlock_new,alibabaBlock_361,0.1,0.4678,0.4109,5.690,0.4121,0.4015,1.060
alibabaBlock_new,alibabaBlock_363,0.1,0.9159,0.9152,0.070,0.9130,0.9129,0.010
alibabaBlock_new,alibabaBlock_369,0.1,0.7371,0.7307,0.640,0.6296,0.6292,0.040
alibabaBlock_new,alibabaBlock_37,0.1,0.2398,0.2367,0.310,,0.2344,
alibabaBlock_new,alibabaBlock_375,0.1,0.7489,0.7480,0.090,0.7464,0.7461,0.030
alibabaBlock_new,alibabaBlock_38,0.1,,,,0.9761,0.9759,0.015
alibabaBlock_new,alibabaBlock_39,0.1,0.8233,0.8231,0.020,0.8261,0.8259,0.020
alibabaBlock_new,alibabaBlock_391,0.1,0.2636,0.2637,-0.010,0.2683,0.2728,-0.450
alibabaBlock_new,alibabaBlock_395,0.1,0.9986,0.9944,0.420,0.9944,0.9944,0.000
alibabaBlock_new,alibabaBlock_399,0.1,0.3325,0.3065,2.600,0.2805,0.2785,0.200
alibabaBlock_new,alibabaBlock_4,0.1,0.0835,0.0824,0.110,0.0805,0.0805,0.000
alibabaBlock_new,alibabaBlock_40,0.1,0.3298,0.3266,0.320,0.3312,0.3228,0.845
alibabaBlock_new,alibabaBlock_401,0.1,0.6042,0.5984,0.580,0.5837,0.5827,0.100
alibabaBlock_new,alibabaBlock_402,0.1,0.3324,0.3054,2.700,0.2805,0.2786,0.190
alibabaBlock_new,alibabaBlock_43,0.1,0.8226,0.8223,0.030,0.8252,0.8251,0.010
alibabaBlock_new,alibabaBlock_430,0.1,0.3975,0.3913,0.620,0.3562,0.3534,0.280
alibabaBlock_new,alibabaBlock_434,0.1,0.3329,0.3210,1.190,,0.3186,
alibabaBlock_new,alibabaBlock_435,0.1,0.3954,0.3528,4.260,0.3463,0.3427,0.360
alibabaBlock_new,alibabaBlock_445,0.1,0.6152,0.6012,1.400,,0.5984,
alibabaBlock_new,alibabaBlock_446,0.1,0.3503,0.3169,3.340,0.3134,0.3105,0.290
alibabaBlock_new,alibabaBlock_46,0.1,0.2797,0.2763,0.340,0.2562,0.2559,0.030
alibabaBlock_new,alibabaBlock_460,0.1,0.4212,0.3726,4.860,0.3593,0.3567,0.260
alibabaBlock_new,alibabaBlock_466,0.1,0.4749,0.4649,1.000,0.4565,0.4562,0.030
alibabaBlock_new,alibabaBlock_47,0.1,0.8172,0.8168,0.040,0.8197,0.8196,0.010
alibabaBlock_new,alibabaBlock_470,0.1,0.6117,0.6092,0.250,0.6035,0.6033,0.020
alibabaBlock_new,alibabaBlock_48,0.1,0.2345,0.2340,0.050,0.2311,0.2300,0.110
alibabaBlock_new,alibabaBlock_483,0.1,0.3553,0.3255,2.980,0.3277,0.3265,0.120
alibabaBlock_new,alibabaBlock_5,0.1,0.3320,0.3058,2.620,0.2799,0.2780,0.190
alibabaBlock_new,alibabaBlock_507,0.1,0.2378,0.2378,0.000,0.2201,0.2201,0.000
alibabaBlock_new,alibabaBlock_509,0.1,0.4155,0.3939,2.160,0.3691,0.3635,0.560
alibabaBlock_new,alibabaBlock_513,0.1,0.4057,0.3831,2.260,0.3630,0.3571,0.590
alibabaBlock_new,alibabaBlock_52,0.1,,,,,,
alibabaBlock_new,alibabaBlock_522,0.1,0.3767,0.3377,3.900,0.3094,0.3057,0.370
alibabaBlock_new,alibabaBlock_538,0.1,0.9619,0.9611,0.080,0.9586,0.9587,-0.010
alibabaBlock_new,alibabaBlock_54,0.1,0.3073,0.2948,1.250,0.3050,0.3045,0.050
alibabaBlock_new,alibabaBlock_555,0.1,0.5464,0.5446,0.180,0.5432,0.5430,0.020
alibabaBlock_new,alibabaBlock_556,0.1,0.3330,0.3065,2.650,0.2806,0.2786,0.200
alibabaBlock_new,alibabaBlock_56,0.1,0.1922,0.1919,0.030,0.1930,0.1930,0.000
alibabaBlock_new,alibabaBlock_58,0.1,,,,,,
alibabaBlock_new,alibabaBlock_59,0.1,0.8160,0.8158,0.020,0.8187,0.8186,0.010
alibabaBlock_new,alibabaBlock_6,0.1,0.6175,0.6159,0.160,0.6150,0.6148,0.020
alibabaBlock_new,alibabaBlock_61,0.1,0.8172,0.8169,0.030,0.8200,0.8199,0.010
alibabaBlock_new,alibabaBlock_62,0.1,0.2300,0.2303,-0.030,0.2291,0.2292,-0.010
alibabaBlock_new,alibabaBlock_631,0.1,0.3496,0.3467,0.290,0.3409,0.3408,0.010
alibabaBlock_new,alibabaBlock_651,0.1,0.3359,0.3207,1.520,0.3399,0.3392,0.070
alibabaBlock_new,alibabaBlock_66,0.1,0.2603,0.2608,-0.050,0.2539,0.2538,0.010
alibabaBlock_new,alibabaBlock_661,0.1,0.4320,0.3968,3.520,0.3676,0.3609,0.670
alibabaBlock_new,alibabaBlock_663,0.1,0.3339,0.3085,2.540,0.2813,0.2794,0.190
alibabaBlock_new,alibabaBlock_67,0.1,0.8197,0.8195,0.020,0.8228,0.8227,0.010
alibabaBlock_new,alibabaBlock_679,0.1,0.9272,0.9228,0.440,,0.8993,
alibabaBlock_new,alibabaBlock_68,0.1,0.1527,0.1456,0.710,0.1470,0.1465,0.050
alibabaBlock_new,alibabaBlock_69,0.1,0.3323,0.3054,2.690,0.2804,0.2785,0.190
alibabaBlock_new,alibabaBlock_7,0.1,0.3344,0.3290,0.540,,0.3231,
alibabaBlock_new,alibabaBlock_701,0.1,0.3996,0.3959,0.370,0.3903,0.3900,0.030
alibabaBlock_new,alibabaBlock_717,0.1,0.6575,0.6558,0.170,0.6510,0.6509,0.010
alibabaBlock_new,alibabaBlock_72,0.1,0.2319,0.2307,0.120,0.2284,0.2284,0.000
alibabaBlock_new,alibabaBlock_724,0.1,0.8197,0.8189,0.080,,,
alibabaBlock_new,alibabaBlock_725,0.1,0.9612,0.9603,0.090,0.9575,0.9576,-0.010
alibabaBlock_new,alibabaBlock_726,0.1,0.8921,0.8914,0.070,0.8886,0.8885,0.010
alibabaBlock_new,alibabaBlock_727,0.1,0.8844,0.8823,0.210,,0.8833,
alibabaBlock_new,alibabaBlock_728,0.1,0.9799,0.9798,0.010,0.9792,0.9792,0.000
alibabaBlock_new,alibabaBlock_730,0.1,0.9620,0.9611,0.090,0.9583,,
alibabaBlock_new,alibabaBlock_731,0.1,0.9614,0.9604,0.100,,,
alibabaBlock_new,alibabaBlock_733,0.1,0.4359,0.4294,0.650,,0.4363,
alibabaBlock_new,alibabaBlock_736,0.1,0.9618,0.9609,0.090,0.9588,,
alibabaBlock_new,alibabaBlock_737,0.1,0.3184,0.3168,0.160,0.3246,0.3244,0.020
alibabaBlock_new,alibabaBlock_74,0.1,0.8328,0.8326,0.020,,0.8400,
alibabaBlock_new,alibabaBlock_740,0.1,,,,0.7534,0.7437,0.970
alibabaBlock_new,alibabaBlock_742,0.1,0.9603,0.9598,0.050,0.9578,0.9575,0.030
alibabaBlock_new,alibabaBlock_743,0.1,0.9184,0.9191,-0.070,0.9154,0.9152,0.020
alibabaBlock_new,alibabaBlock_745,0.1,0.9618,0.9608,0.100,,,
alibabaBlock_new,alibabaBlock_746,0.1,0.9557,0.9546,0.110,0.9537,0.9536,0.010
alibabaBlock_new,alibabaBlock_748,0.1,0.8891,0.8873,0.180,0.8996,0.8973,0.230
alibabaBlock_new,alibabaBlock_749,0.1,0.9616,0.9608,0.080,0.9586,0.9587,-0.010
alibabaBlock_new,alibabaBlock_751,0.1,0.9621,0.9612,0.090,,,
alibabaBlock_new,alibabaBlock_759,0.1,0.9615,0.9606,0.090,0.9582,,
alibabaBlock_new,alibabaBlock_76,0.1,0.2404,0.2408,-0.040,0.2396,0.2396,0.000
alibabaBlock_new,alibabaBlock_77,0.1,0.9344,0.9134,2.100,0.9016,0.9007,0.090
alibabaBlock_new,alibabaBlock_771,0.1,0.7082,0.7074,0.080,,,
alibabaBlock_new,alibabaBlock_78,0.1,0.2286,0.2282,0.040,0.2266,0.2266,0.000
alibabaBlock_new,alibabaBlock_784,0.1,0.7528,0.7495,0.330,0.7392,0.6764,6.280
alibabaBlock_new,alibabaBlock_79,0.1,0.4266,0.4248,0.180,,0.3855,
alibabaBlock_new,alibabaBlock_791,0.1,0.9320,0.9318,0.020,0.9266,0.9266,0.000
alibabaBlock_new,alibabaBlock_792,0.1,0.9839,0.9822,0.170,0.9797,0.9797,0.000
alibabaBlock_new,alibabaBlock_8,0.1,0.2389,0.2381,0.080,0.2320,0.2319,0.010
alibabaBlock_new,alibabaBlock_801,0.1,0.9506,0.9492,0.140,,0.9482,
alibabaBlock_new,alibabaBlock_804,0.1,,,,,,
alibabaBlock_new,alibabaBlock_810,0.1,,,,,,
alibabaBlock_new,alibabaBlock_825,0.1,0.7434,0.7426,0.080,0.7416,0.7416,0.000
alibabaBlock_new,alibabaBlock_826,0.1,0.7419,0.7412,0.070,0.7403,0.7402,0.010
alibabaBlock_new,alibabaBlock_83,0.1,0.1958,0.1956,0.020,0.1960,0.1959,0.010
alibabaBlock_new,alibabaBlock_86,0.1,0.2455,0.2434,0.210,0.2369,0.2370,-0.010
alibabaBlock_new,alibabaBlock_88,0.1,0.1950,0.1949,0.010,0.1948,0.1948,0.000
alibabaBlock_new,alibabaBlock_91,0.1,0.2429,0.2414,0.150,0.2362,0.2359,0.030
alibabaBlock_new,alibabaBlock_92,0.1,0.3501,0.3410,0.910,0.3189,0.3224,-0.350
alibabaBlock_new,alibabaBlock_94,0.1,0.8206,0.8203,0.030,0.8200,0.8199,0.010
alibabaBlock_new,alibabaBlock_96,0.1,0.4601,0.4489,1.120,,0.4632,
alibabaBlock_new,alibabaBlock_97,0.1,0.1168,0.1167,0.010,0.1155,0.1155,0.000
alibabaBlock_new,alibabaBlock_99,0.1,0.9214,0.9204,0.100,,0.9177,
cloudphysics,w01,0.1,0.8930,0.8878,0.520,0.9001,0.9001,0.000
cloudphysics,w02,0.1,,,,,,
cloudphysics,w03,0.1,0.7255,0.7227,0.280,0.7199,0.7173,0.260
cloudphysics,w04,0.1,0.5747,0.5702,0.450,0.6131,0.6088,0.430
cloudphysics,w05,0.1,0.8785,0.8768,0.170,0.9027,0.9021,0.060
cloudphysics,w06,0.1,0.7327,0.7306,0.210,0.7213,0.7207,0.060
cloudphysics,w07,0.1,0.8627,0.8567,0.600,0.9452,0.9446,0.060
cloudphysics,w08,0.1,0.9902,0.9882,0.200,0.9891,0.9867,0.240
cloudphysics,w09,0.1,0.5890,0.5856,0.340,0.5977,0.5959,0.180
cloudphysics,w10,0.1,0.7450,0.7425,0.250,0.7758,0.7733,0.250
cloudphysics,w100,0.1,0.8045,0.7906,1.390,0.7999,0.7991,0.080
cloudphysics,w101,0.1,0.8066,0.7949,1.170,0.8043,0.8037,0.060
cloudphysics,w102,0.1,,,,,,
cloudphysics,w103,0.1,,,,,,
cloudphysics,w104,0.1,0.9633,0.9633,0.000,0.9709,0.9709,0.000
cloudphysics,w105,0.1,,,,,,
cloudphysics,w106,0.1,,,,,,
cloudphysics,w11,0.1,0.9889,0.9830,0.590,0.9775,0.9760,0.150
cloudphysics,w12,0.1,,,,,,
cloudphysics,w13,0.1,0.8934,0.8819,1.150,0.8665,0.8574,0.910
cloudphysics,w14,0.1,0.6564,0.6538,0.260,0.6517,0.6510,0.070
cloudphysics,w15,0.1,0.9965,0.9960,0.050,0.9959,0.9957,0.020
cloudphysics,w16,0.1,0.9012,0.8871,1.410,0.8879,0.8834,0.445
cloudphysics,w17,0.1,0.8638,0.8568,0.700,0.8550,0.8515,0.350
cloudphysics,w18,0.1,0.8354,0.8168,1.860,0.8192,0.8123,0.690
cloudphysics,w19,0.1,,,,,,
cloudphysics,w20,0.1,0.7706,0.7670,0.360,0.7656,0.7651,0.050
cloudphysics,w21,0.1,0.9268,0.9247,0.210,0.9233,0.9229,0.040
cloudphysics,w22,0.1,0.9135,0.9087,0.480,0.9069,0.9049,0.200
cloudphysics,w23,0.1,0.9690,0.9480,2.100,0.9325,0.9285,0.400
cloudphysics,w24,0.1,0.8325,0.8019,3.060,0.8071,0.7980,0.910
cloudphysics,w25,0.1,0.9591,0.9462,1.290,0.9443,0.9428,0.150
cloudphysics,w26,0.1,0.5895,0.5804,0.910,0.5857,0.5681,1.760
cloudphysics,w27,0.1,0.9501,0.9449,0.520,0.9547,0.9517,0.300
cloudphysics,w28,0.1,0.8395,0.8337,0.580,0.8290,0.8264,0.260
cloudphysics,w29,0.1,0.9524,0.9497,0.270,0.9619,0.9582,0.370
cloudphysics,w30,0.1,0.9917,0.9724,1.930,0.9493,0.9467,0.260
cloudphysics,w31,0.1,0.9184,0.9181,0.030,0.9157,0.9157,0.000
cloudphysics,w32,0.1,0.8336,0.8311,0.250,0.8360,0.8354,0.060
cloudphysics,w33,0.1,0.4414,0.4408,0.060,0.4413,0.4412,0.010
cloudphysics,w34,0.1,0.9477,0.9429,0.480,0.9551,0.9530,0.210
cloudphysics,w35,0.1,,,,,,
cloudphysics,w36,0.1,0.4459,0.4458,0.010,0.4461,0.4462,-0.010
cloudphysics,w37,0.1,0.9252,0.9227,0.250,0.9691,0.9682,0.090
cloudphysics,w38,0.1,0.8728,0.8709,0.190,0.8660,0.8653,0.070
cloudphysics,w39,0.1,,,,,,
cloudphysics,w40,0.1,,,,,,
cloudphysics,w41,0.1,,,,,,
cloudphysics,w42,0.1,0.8640,0.8555,0.850,0.8506,0.8486,0.200
cloudphysics,w43,0.1,0.8437,0.8351,0.860,0.8350,0.8346,0.040
cloudphysics,w44,0.1,0.9671,0.9638,0.330,0.9617,0.9604,0.130
cloudphysics,w45,0.1,,,,,,
cloudphysics,w46,0.1,0.6379,0.6423,-0.440,0.6346,0.6344,0.020
cloudphysics,w47,0.1,,,,,,
cloudphysics,w48,0.1,0.9797,0.9769,0.280,0.9734,0.9737,-0.030
cloudphysics,w49,0.1,0.7232,0.7156,0.760,0.7182,0.7154,0.280
cloudphysics,w50,0.1,0.9967,0.9894,0.730,0.9846,0.9844,0.020
cloudphysics,w51,0.1,0.8509,0.8068,4.410,0.8305,0.8339,-0.340
cloudphysics,w52,0.1,,,,,,
cloudphysics,w53,0.1,0.7324,0.7290,0.340,0.7307,0.7303,0.040
cloudphysics,w54,0.1,0.8860,0.8766,0.940,0.8717,0.8711,0.060
cloudphysics,w55,0.1,0.8939,0.8914,0.250,0.9054,0.9050,0.040
cloudphysics,w56,0.1,,,,,,
cloudphysics,w57,0.1,,,,,,
cloudphysics,w58,0.1,0.7134,0.6940,1.940,0.6867,0.6896,-0.290
cloudphysics,w59,0.1,0.9916,0.9892,0.240,0.9842,0.9835,0.070
cloudphysics,w60,0.1,0.9061,0.9020,0.410,0.9012,0.8998,0.140
cloudphysics,w61,0.1,0.9697,0.9625,0.720,0.9653,0.9591,0.620
cloudphysics,w62,0.1,0.9764,0.9744,0.200,0.9731,0.9726,0.050
cloudphysics,w63,0.1,0.9831,0.9746,0.850,0.9688,0.9701,-0.130
cloudphysics,w64,0.1,0.9213,0.9197,0.160,0.9202,0.9197,0.050
cloudphysics,w65,0.1,0.9909,0.9900,0.090,0.9877,0.9875,0.020
cloudphysics,w66,0.1,,,,,,
cloudphysics,w67,0.1,,,,,,
cloudphysics,w68,0.1,,,,,,
cloudphysics,w69,0.1,0.8454,0.8348,1.060,0.8292,0.8235,0.570
cloudphysics,w70,0.1,,,,,,
cloudphysics,w71,0.1,,,,,,
cloudphysics,w72,0.1,,,,,,
cloudphysics,w73,0.1,,,,,,
cloudphysics,w74,0.1,,,,,,
cloudphysics,w75,0.1,,,,,,
cloudphysics,w76,0.1,,,,,,
cloudphysics,w77,0.1,0.8488,0.8437,0.510,0.8450,0.8443,0.070
cloudphysics,w78,0.1,,,,,,
cloudphysics,w79,0.1,0.9917,0.9896,0.210,0.9813,0.9813,0.000
cloudphysics,w80,0.1,,,,,,
cloudphysics,w81,0.1,,,,,,
cloudphysics,w82,0.1,,,,,,
cloudphysics,w83,0.1,,,,,,
cloudphysics,w84,0.1,,,,,,
cloudphysics,w85,0.1,,,,,,
cloudphysics,w86,0.1,0.9666,0.9643,0.230,0.9662,0.9659,0.030
cloudphysics,w87,0.1,0.9720,0.9728,-0.080,0.9869,0.9867,0.020
cloudphysics,w88,0.1,,,,,,
cloudphysics,w89,0.1,,,,,,
cloudphysics,w90,0.1,,,,,,
cloudphysics,w91,0.1,,,,,,
cloudphysics,w92,0.1,,,,,,
cloudphysics,w93,0.1,0.8975,0.8940,0.350,0.8863,0.8859,0.040
cloudphysics,w94,0.1,,,,,,
cloudphysics,w95,0.1,,,,,,
cloudphysics,w96,0.1,,,,,,
cloudphysics,w97,0.1,0.8094,0.7964,1.300,0.8051,0.8043,0.080
cloudphysics,w98,0.1,0.8048,0.7904,1.440,0.7996,0.7985,0.110
cloudphysics,w99,0.1,,,,,,
fiu,fiu_casa-110108-112108,0.1,,,,,,
fiu,fiu_cheetah.cs.fiu.edu-110108-113008,0.1,0.9423,0.9421,0.020,0.9092,0.9086,0.060
fiu,fiu_homes-110108-112108,0.1,,,,,,
fiu,fiu_ikki-110108-112108,0.1,,,,,,
fiu,fiu_madmax-110108-112108,0.1,,,,,,
fiu,fiu_online.cs.fiu.edu-110108-113008,0.1,,,,,,
fiu,fiu_webmail+online.cs.fiu.edu-110108-113008,0.1,,,,,,
fiu,fiu_webmail.cs.fiu.edu-110108-113008,0.1,,,,,,
fiu,fiu_webresearch-030409-033109,0.1,,,,,,
fiu,fiu_webusers-030409-033109,0.1,,,,,,
metaCDN,meta_reag,0.1,,,,,,
metaCDN,meta_rnha,0.1,,,,,,
metaCDN,meta_rprn,0.1,,,,,,
